USID,ndr,n3r,n5r,ndv
226715,-0.05309738727349356,-0.026257233033254668,-0.0017801068883002147,88600.0
226739,-0.04687499999999989,0.06557377049180313,0.04918032786885229,41800.0
226756,0.07643312101910826,-0.08757396449704136,-0.1408284023668639,754600.0
226773,0.04800000000000004,0.003053435114503955,-0.05038167938931304,94200.0
226795,0.05882352941176472,0.0,-0.01388888888888895,2596900.0
226805,0.023809523809523725,0.09302325581395365,0.06976744186046502,20400.0
226826,0.07692307692307687,-0.08571428571428563,0.10000000000000009,166300.0
226845,0.09935897435897445,0.13702623906705536,0.22594752186588907,5055300.0
226862,0.01851851851851838,-0.10909090909090902,0.0121212121212122,941200.0
226879,-0.06474820143884885,0.3615384615384616,0.2999999999999998,1054200.0
226908,-0.0625,-0.09333333333333338,-0.10666666666666669,463200.0
226921,0.267605633802817,-0.2222777777777778,-0.3299444444444445,3800.0
226954,0.02264150943396226,-0.1697416974169742,-0.22878228782287824,1249100.0
227044,0.016291698991466097,-0.010687022900763288,-0.06946564885496187,3768900.0
227050,0.02435785602315188,-0.026839306421635345,-0.024249535876969985,4546300.0
227055,0.2751911049339819,-0.03324250681198926,-0.03869215258855596,18899500.0
227061,0.028571428571428692,-0.13888888888888884,-0.13888888888888884,77200.0
227101,-0.0027869018677706414,-0.0009314392608960054,0.0013973451978270823,1909200.0
227155,-0.06077348066298349,-0.07647058823529407,-0.1823529411764706,212100.0
227160,0.0,0.0,-0.04347826086956508,1408300.0
227164,0.03281975814200111,-0.027885798870981193,-0.061392134085263006,142800.0
227195,0.020000000000000018,-0.07843137254901966,-0.09313725490196079,890200.0
227201,-0.10240963855421703,-0.18344519015659955,-0.12304250559284113,1722800.0
227218,-0.02332737778729632,-0.04551604121153496,-0.05543046167505816,6594300.0
227225,0.01379310344827589,-0.054421768707483054,-0.12925170068027203,1391000.0
227238,0.0016366202276341113,0.01756535947712412,0.0212418300653594,3341500.0
227242,-0.026990553306342813,0.015256588072122046,-0.01941747572815533,429500.0
227274,-0.02689481750268352,-0.05192634753892211,-0.09128979746583255,953500.0
227275,-0.034184377577482605,-0.06451617383512553,-0.11379923835125438,602700.0
227390,-0.029629629629629672,-0.5603053435114504,-0.6152671755725191,687700.0
227394,0.006188118811881305,0.08118081180811787,0.12300123001230001,4200.0
227396,-0.028353326063249695,0.008978675645342271,-0.024691358024691468,307500.0
227398,0.012021940547647159,-0.029427644993854196,0.009989173596404388,1876000.0
225979,-0.006493452380952336,0.00490196051732239,0.047385563867888614,75800.0
225987,0.0032297133629390906,0.05150901408450692,-0.012474808853118802,207800.0
226001,-0.01954400587804539,-0.07475083056478404,-0.10299003322259137,36200.0
226003,-0.01791530944625397,-0.02321724709784423,-0.031509121061359946,32100.0
226008,0.017054772056412038,0.023863269912931306,0.015801354401805856,693400.0
226020,-0.000939431613929842,0.037259025922448785,0.0008227550347259527,722500.0
226024,-0.057777777777777706,0.141509433962264,0.19811320754716988,15500.0
226103,0.06903553299492393,0.054131054131054235,-0.10351377018043684,64200.0
226107,-0.019071025180145806,-0.006585105151851622,-0.11304482773667024,282400.0
226125,0.0,-0.051724137931034475,-0.10344827586206895,7000.0
226128,-0.00877192982456143,-0.008849557522123686,-0.044247787610619316,302900.0
226142,-0.020491150137804004,-0.008011884035255767,-0.040356111562133146,582100.0
226154,-0.02777777777777768,0.16734693877551,0.06530612244897949,3590600.0
226166,-0.15217391304347827,0.07692307692307687,-0.03846153846153855,1608500.0
226196,-0.10480349344978179,-0.04146341463414627,-0.12926829268292683,1408100.0
226206,0.0017825311942958333,-0.01067615658362997,-0.0462633451957295,2711800.0
226207,0.14782608695652177,-0.05075757575757578,-0.20227272727272727,514300.0
226251,-0.21663019693654273,0.016759776536312776,0.016759776536312776,5355500.0
226254,-0.008780487804878057,-0.04330708661417315,-0.13385826771653542,265800.0
226277,-0.05334846765039736,0.043165467625899234,0.020383693045563644,952800.0
226293,0.013333333333333197,0.013157894736842257,-0.03947368421052633,257700.0
226304,-0.021505376344086002,-0.012820512820512886,-0.01831501831501825,213100.0
226318,-0.04056795131845825,-0.05496828752642724,-0.13742071881606777,152600.0
226341,-0.050000000000000044,-0.05263157894736825,0.07894736842105265,229200.0
